id,specilization_name,college_dunia_link,target_study_link,careers_360_link,course_id,status,is_deleted,created_on,created_by,updated_by,updated_on
199,Anthropology,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
200,Arts & Humanities,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
201,Communication,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
202,Film,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
203,Journalism,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
204,Maths,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
205,PR / Advertising,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
206,Sanskrit,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
207,Statistics,,,,34,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
208,Architecture,,,,35,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
209,Commerce,,,,36,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
210,Finance and Taxation,,,,36,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
211,Biotechnology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
212,Cardiology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
213,Clinical Immunology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
214,Dermatology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
215,ENT,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
216,Gastroenterology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
217,Gynaecology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
218,Medicine,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
219,Microbiology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
220,Nephrology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
221,Orthopaedics,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
222,Paediatric Surgery,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
223,Pathology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
224,Pharmocology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
225,Physiology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
226,Radiology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
227,Urology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
228,General Practitioner,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
229,Hepatology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
230,Immunology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
231,Neonatal,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
232,Obstretrics,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
233,Oncology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
234,Opthalmology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
235,Pediatrics,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
236,Psychiatry,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
237,Psychology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
238,Rheumatology,,,,37,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
239,Communication Design,,,,38,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
240,Industrial Design,,,,38,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
241,Interior and Furniture Design,,,,38,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
242,CAD / CAM,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
243,Chemical,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
244,Computer Engineering,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
246,Electrical and Power Drives,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
247,Electronics and Communication,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
248,Embedded System,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
